"PVWatts: Hourly PV Performance Data"
"Requested Location:","johannesburg south africa"
"Location:","HARARE, ZIMBABWE"
"Lat (deg S):","17.92"
"Long (deg E):","31.13"
"Elev (m):","1503"
"DC System Size (kW):","3"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","50"
"Array Azimuth (deg):","0"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","1.85"
"Initial Cost","40.00"
"Cost of Electricity Generated by System ($/kWh):","2.05"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","4","9","102","405","23.9","3.6","349.765","30.932","867.712","831.132"
"1","4","10","121","457","25.3","3.6","412.017","33.908","1011.244","970.551"
"1","4","11","78","568","26","2.6","477.688","37.316","1157.574","1112.446"
"1","4","12","96","583","26.7","1.5","499.194","40.777","1188.167","1142.081"
"1","4","13","118","552","27.4","0.5","480.206","44.557","1118.391","1074.475"
"1","4","14","203","376","26.4","2.2","373.161","35.891","895.127","857.779"
"1","4","15","107","324","25.3","4","269.973","30.614","662.984","631.866"
"1","4","16","72","203","24.3","5.7","153.411","26.372","383.154","358.733"
"1","4","17","14","89","23.7","5","66.2","24.051","174.824","154.809"
"1","4","18","0","6","23.1","4.3","4.703","22.003","12.305","0"
"1","4","19","0","0","22.5","3.6","0","22.5","0","0"
"1","4","20","0","0","21.8","2.6","0","21.8","0","0"
"1","4","21","0","0","21","1.5","0","21","0","0"
"1","4","22","0","0","20.3","0.5","0","20.3","0","0"
"1","4","23","0","0","19.8","0.5","0","19.8","0","0"
"1","5","0","0","0","19.4","0.5","0","19.4","0","0"
"1","5","1","0","0","18.9","0.5","0","18.9","0","0"
"1","5","2","0","0","18.2","0.5","0","18.2","0","0"
"1","5","3","0","0","17.6","0.5","0","17.6","0","0"
"1","5","4","0","0","16.9","0.5","0","16.9","0","0"
"1","5","5","0","6","16.5","0","4.704","12.937","12.823","0"
"1","5","6","63","78","18.6","0.2","57.439","17.78","168.981","149.083"
"1","5","7","73","203","20.8","0.5","152.843","24.315","385.45","360.977"
"1","5","8","86","318","21.3","1","259.415","28.22","646.758","616.053"
"1","5","9","103","405","21.9","1.6","350.384","30.959","869.074","832.456"
"1","5","10","122","457","22.4","2.1","412.938","32.661","1019.693","978.751"
"1","5","11","120","494","23.6","2.6","446.476","34.177","1096.76","1053.505"
"1","5","12","120","494","24.8","3.1","446.592","34.869","1093.343","1050.192"
"1","5","13","123","457","26","3.6","413.994","34.861","1011.383","970.686"
"1","5","14","168","380","26","3.4","361.171","33.785","878.138","841.268"
"1","5","15","133","330","25.9","3.3","280.423","31.816","681.669","650.073"
"1","5","16","99","231","25.9","3.1","173.261","29.26","424.217","398.868"
"1","5","17","178","90","24.5","2.2","64.571","25.107","206.791","186.132"
"1","5","18","0","10","23.1","1.4","7.86","21.654","20.597","3.527"
"1","5","19","0","0","21.7","0.5","0","21.7","0","0"
"1","5","20","0","0","21.1","0.3","0","21.1","0","0"
"1","5","21","0","0","20.4","0.2","0","20.4","0","0"
"1","5","22","0","0","19.8","0","0","19.8","0","0"
"1","5","23","0","0","19.3","0","0","19.3","0","0"
"1","6","0","0","0","18.8","0","0","18.8","0","0"
"1","6","1","0","0","18.3","0","0","18.3","0","0"
"1","6","2","0","0","17.9","0","0","17.9","0","0"
"1","6","3","0","0","17.6","0","0","17.6","0","0"
"1","6","4","0","0","17.2","0","0","17.2","0","0"
"1","6","5","0","10","16.7","0","7.862","13.325","21.396","4.312"
"1","6","6","344","84","18.4","2.1","61.048","18.218","248.748","227.226"
"1","6","7","612","143","20.2","4.1","166.338","22.532","348.359","324.708"
"1","6","8","604","212","21","3.8","334.417","27.35","765.819","732.017"
"1","6","9","371","386","21.9","3.4","452.271","31.539","1096.599","1053.349"
"1","6","10","251","428","22.7","3.1","460.64","33.109","1128.191","1083.973"
"1","6","11","138","606","24.3","2.2","541.65","37.955","1306.248","1256.365"
"1","6","12","163","614","25.8","1.4","555.1","41.902","1311.353","1261.303"
"1","6","13","311","462","27.4","0.5","518.478","46.025","1188.418","1142.325"
"1","6","14","379","383","27.4","1.2","456.484","41.248","1055.044","1013.049"
"1","6","15","482","249","27.4","1.9","329.251","36.119","739.285","706.188"
"1","6","16","494","152","27.4","2.6","165.153","30.945","344.88","321.305"
"1","6","17","216","91","26.2","1.9","65.489","26.901","214.626","193.807"
"1","6","18","0","9","25","1.2","7.069","23.553","18.362","1.333"
"1","6","19","0","0","23.6","0.5","0","23.6","0","0"
"1","6","20","0","0","22.6","1","0","22.6","0","0"
"1","6","21","0","0","21.6","1.6","0","21.6","0","0"
"1","6","22","0","0","20.6","2.1","0","20.6","0","0"
"1","6","23","0","0","20.2","1.6","0","20.2","0","0"
"1","7","0","0","0","19.9","1","0","19.9","0","0"
"1","7","1","0","0","19.5","0.5","0","19.5","0","0"
"1","7","2","0","0","19","1.7","0","19","0","0"
"1","7","3","0","0","18.4","2.9","0","18.4","0","0"
"1","7","4","0","0","17.9","4.1","0","17.9","0","0"
"1","7","5","0","10","17.3","2.6","7.862","15.755","21.166","4.086"
"1","7","6","364","75","19.1","3.6","54.99","18.851","237.233","215.95"
"1","7","7","630","112","21","4.6","148.367","22.83","298.544","275.972"
"1","7","8","535","226","22.1","4.8","324.57","27.588","749.882","716.505"
"1","7","9","338","389","23.3","4.9","440.331","31.311","1071.064","1028.588"
"1","7","10","251","428","24.4","5.1","461.294","32.827","1131.452","1087.133"
"1","7","11","219","494","25.7","3.6","507.407","36.632","1227.845","1180.501"
"1","7","12","220","494","26.9","2","508.394","40.21","1208.411","1161.686"
"1","7","13","223","456","28.2","0.5","469.882","45.061","1085.828","1042.905"
"1","7","14","244","421","27.6","0.5","424.749","42.865","983.13","943.261"
"1","7","15","335","294","26.9","0.5","317.876","38.494","723.184","690.51"
"1","7","16","372","178","26.3","0.5","171.012","32.316","373.636","349.426"
"1","7","17","183","95","25.4","1","67.764","26.414","212.612","191.834"
"1","7","18","0","9","24.5","0.7","7.069","22.86","18.421","1.39"
"1","7","19","0","0","23.6","0.5","0","23.6","0","0"
"1","7","20","0","0","23","1","0","23","0","0"
"1","7","21","0","0","22.3","1.6","0","22.3","0","0"
"1","7","22","0","0","21.7","2.1","0","21.7","0","0"
"1","7","23","0","0","20.3","4.6","0","20.3","0","0"
"1","8","0","0","0","19","7.2","0","19","0","0"
"1","8","1","0","0","17.4","4.6","0","17.4","0","0"
"1","8","2","0","0","17.1","3.9","0","17.1","0","0"
"1","8","3","0","0","16.9","3.3","0","16.9","0","0"
"1","8","4","0","0","16.6","2.6","0","16.6","0","0"
"1","8","5","0","5","16.4","0","3.917","12.836","10.684","0"
"1","8","6","17","86","17","1.8","63.864","16.828","175.409","155.382"
"1","8","7","72","200","17.7","3.6","150.802","19.749","388.45","363.909"
"1","8","8","86","315","19.8","3.6","257.731","24.5","653.909","623.022"
"1","8","9","103","403","22","3.6","349.686","29.014","875.555","838.757"
"1","8","10","122","456","24.1","3.6","413.571","32.738","1021.001","980.02"
"1","8","11","120","494","25.2","3.3","448.191","35.022","1096.559","1053.31"
"1","8","12","121","495","26.2","2.9","449.753","36.57","1092.01","1048.899"
"1","8","13","123","459","27.3","2.6","417.369","37.272","1007.805","967.213"
"1","8","14","261","386","27.5","2.9","408.087","36.83","971.711","932.175"
"1","8","15","357","300","27.7","3.3","329.911","34.861","763.268","729.534"
"1","8","16","512","146","27.9","3.6","166.535","31.072","344.09","320.532"
"1","8","17","246","90","26.2","2.6","65.104","26.797","217.282","196.409"
"1","8","18","0","10","24.4","1.5","7.859","23.03","20.464","3.397"
"1","8","19","0","0","22.7","0.5","0","22.7","0","0"
"1","8","20","0","0","22","0.5","0","22","0","0"
"1","8","21","0","0","21.2","0.5","0","21.2","0","0"
"1","8","22","0","0","20.5","0.5","0","20.5","0","0"
"1","8","23","0","0","19.7","0.2","0","19.7","0","0"
"1","9","0","0","0","19","0","0","19","0","0"
"1","9","1","0","0","19.3","1","0","19.3","0","0"
"1","9","2","0","0","19.3","0.7","0","19.3","0","0"
"1","9","3","0","0","19.3","0.3","0","19.3","0","0"
"1","9","4","0","0","19.3","0","0","19.3","0","0"
"1","9","5","0","5","19.3","0","3.917","15.889","10.539","0"
"1","9","6","16","85","20.1","0.2","63.145","19.615","171.049","151.109"
"1","9","7","72","199","20.9","0.5","150.187","24.363","378.63","354.309"
"1","9","8","86","314","22.1","0.5","257.21","29.999","635.747","605.32"
"1","9","9","102","402","23.4","0.5","348.827","35.073","848.157","812.119"
"1","9","10","121","455","24.6","0.5","412.831","38.881","988.73","948.698"
"1","9","11","119","493","24.5","1.3","447.524","37.45","1081.898","1039.094"
"1","9","12","118","494","24.4","2","447.91","36.007","1090.746","1047.674"
"1","9","13","120","458","24.3","2.8","415.718","33.988","1020.479","979.513"
"1","9","14","102","407","24.2","3.6","354.366","31.675","876.611","839.783"
"1","9","15","55","341","24.1","4.3","268.184","29.178","670.703","639.389"
"1","9","16","69","208","24","5.1","158.276","26.316","395.62","370.918"
"1","9","17","15","87","22.3","4.4","65.152","22.648","173.009","153.031"
"1","9","18","0","6","20.5","3.8","4.703","19.284","12.46","0"
"1","9","19","0","0","18.8","3.1","0","18.8","0","0"
"1","9","20","0","0","18.4","3.1","0","18.4","0","0"
"1","9","21","0","0","18","3.1","0","18","0","0"
"1","9","22","0","0","17.6","3.1","0","17.6","0","0"
"1","9","23","0","0","17.6","2.1","0","17.6","0","0"
"1","10","0","0","0","17.7","1","0","17.7","0","0"
"1","10","1","0","0","17.7","0","0","17.7","0","0"
"1","10","2","0","0","17.6","0","0","17.6","0","0"
"1","10","3","0","0","17.5","0","0","17.5","0","0"
"1","10","4","0","0","17.4","0","0","17.4","0","0"
"1","10","5","0","4","17","0","3.132","13.358","8.522","0"
"1","10","6","2","79","18.2","1.3","59.179","17.865","158.307","138.62"
"1","10","7","77","196","19.4","2.6","148.923","21.64","379.432","355.093"
"1","10","8","86","313","20.9","2.8","256.709","25.988","646.75","616.045"
"1","10","9","103","402","22.5","2.9","349.576","30.036","871.063","834.39"
"1","10","10","122","455","24","3.1","413.922","33.09","1020.218","979.26"
"1","10","11","119","493","24.2","2.8","448.197","34.569","1099.168","1055.839"
"1","10","12","119","494","24.3","2.4","449.237","35.31","1097.792","1054.506"
"1","10","13","120","459","24.5","2.1","417.16","35.161","1018.232","977.333"
"1","10","14","102","408","24.2","6.7","355.683","29.561","889.023","851.848"
"1","10","15","86","322","24","6.2","265.682","28","663.883","632.743"
"1","10","16","48","219","23.7","5.7","162.697","25.924","410.756","385.713"
"1","10","17","9","90","22.1","5.2","67.044","22.439","176.833","156.778"
"1","10","18","0","6","20.4","4.6","4.703","19.287","12.459","0"
"1","10","19","0","0","18.8","4.1","0","18.8","0","0"
"1","10","20","0","0","19","0","0","19","0","0"
"1","10","21","0","0","18.3","1.5","0","18.3","0","0"
"1","10","22","0","0","17.6","3.1","0","17.6","0","0"
"1","10","23","0","0","17.4","2.8","0","17.4","0","0"
"1","11","0","0","0","17.3","2.4","0","17.3","0","0"
"1","11","1","0","0","17.1","2.1","0","17.1","0","0"
"1","11","2","0","0","17.1","1.6","0","17.1","0","0"
"1","11","3","0","0","17","1","0","17","0","0"
"1","11","4","0","0","17","0.5","0","17","0","0"
"1","11","5","0","5","17","0.5","3.918","14.301","10.615","0"
"1","11","6","15","83","18","2.6","61.713","17.839","168.369","148.483"
"1","11","7","72","197","19.2","2.6","149.003","21.446","380.671","356.304"
"1","11","8","86","313","20.1","2.8","256.891","25.185","649.69","618.911"
"1","11","9","102","401","21.1","2.9","348.764","28.611","875.111","838.325"
"1","11","10","120","454","22","3.1","412.688","31.057","1027.425","986.253"
"1","11","11","118","493","22.2","3.6","448.292","31.737","1114.825","1071.018"
"1","11","12","118","494","22.3","4.1","449.372","31.509","1118.85","1074.919"
"1","11","13","119","459","22.5","4.6","417.368","30.553","1042.057","1000.451"
"1","11","14","69","434","21.7","3.2","359.362","29.599","901.115","863.599"
"1","11","15","54","342","20.9","1.9","269.558","27.692","679.219","647.686"
"1","11","16","69","209","20.1","0.5","159.809","25.33","401.227","376.399"
"1","11","17","23","89","19.8","0.8","65.31","20.588","176.424","156.377"
"1","11","18","0","6","19.5","1.2","4.703","17.766","12.546","0"
"1","11","19","0","0","19.2","1.5","0","19.2","0","0"
"1","11","20","0","0","18.8","1.9","0","18.8","0","0"
"1","11","21","0","0","18.5","2.2","0","18.5","0","0"
"1","11","22","0","0","18.2","2.6","0","18.2","0","0"
"1","11","23","0","0","18.1","2.8","0","18.1","0","0"
"1","12","0","0","0","18.1","2.9","0","18.1","0","0"
"1","12","1","0","0","18","3.1","0","18","0","0"
"1","12","2","0","0","18","2.9","0","18","0","0"
"1","12","3","0","0","18.1","2.8","0","18.1","0","0"
"1","12","4","0","0","18.1","2.6","0","18.1","0","0"
"1","12","5","0","5","18.2","0","3.918","14.636","10.6","0"
"1","12","6","31","78","19.1","0.2","57.669","18.317","161.266","141.521"
"1","12","7","74","195","20","0.5","148.048","23.322","374.582","350.351"
"1","12","8","86","312","21.3","2.4","256.431","26.637","644.096","613.458"
"1","12","9","104","401","22.5","4.3","350.011","29.088","876.131","839.316"
"1","12","10","124","455","23.8","6.2","416.212","30.386","1039.445","997.917"
"1","12","11","122","494","24.7","6","452.19","32.151","1122.19","1078.157"
"1","12","12","123","496","25.5","5.9","454.649","33.132","1122.998","1078.94"
"1","12","13","125","461","26.4","5.7","422.966","33.642","1040.14","998.591"
"1","12","14","73","438","26","4.6","364.607","32.989","899.191","861.729"
"1","12","15","107","312","25.8","6.2","266.717","29.86","657.922","626.934"
"1","12","16","63","216","25.7","6.7","163.748","27.749","407.508","382.539"
"1","12","17","16","96","24.2","5.5","70.904","24.636","186.163","165.921"
"1","12","18","0","7","22.7","4.3","5.49","21.62","14.39","0"
"1","12","19","0","0","21.2","3.1","0","21.2","0","0"
"1","12","20","0","0","20.6","2.8","0","20.6","0","0"
"1","12","21","0","0","20","2.4","0","20","0","0"
"1","12","22","0","0","19.3","2.1","0","19.3","0","0"
"1","12","23","0","0","18.7","1.6","0","18.7","0","0"
"1","13","0","0","0","18.1","1","0","18.1","0","0"
"1","13","1","0","0","17.5","0.5","0","17.5","0","0"
"1","13","2","0","0","17.3","1.4","0","17.3","0","0"
"1","13","3","0","0","17","2.2","0","17","0","0"
"1","13","4","0","0","16.8","3.1","0","16.8","0","0"
"1","13","5","0","4","15.7","2.6","3.132","13.99","8.498","0"
"1","13","6","32","85","17.3","4.6","61.723","17.188","173.174","153.192"
"1","13","7","151","199","18.9","6.7","157.178","20.498","392.555","367.922"
"1","13","8","134","322","19.7","6.2","276.134","23.565","697.659","665.65"
"1","13","9","169","375","20.6","5.6","360.37","26.436","907.848","870.142"
"1","13","10","65","508","21.4","5.1","423.727","28.937","1069.218","1026.797"
"1","13","11","79","568","21.8","5.1","483.206","30.585","1210.561","1163.767"
"1","13","12","97","586","22.1","5.1","507.843","31.456","1266.432","1217.847"
"1","13","13","119","557","22.5","5.1","491.023","31.577","1221.24","1174.107"
"1","13","14","190","420","23.2","5.3","405.738","30.45","1003.908","963.431"
"1","13","15","161","338","24","5.5","300.772","29.039","739.537","706.433"
"1","13","16","93","242","22.5","5.7","183.783","25.134","459.551","433.389"
"1","13","17","68","97","21.9","4.9","70.404","22.355","195.976","175.536"
"1","13","18","0","8","21.3","4","6.279","20.169","16.567","0"
"1","13","19","0","0","20.7","3.2","0","20.7","0","0"
"1","13","20","0","0","20","2.3","0","20","0","0"
"1","13","21","0","0","19.4","1.5","0","19.4","0","0"
"1","13","22","0","0","18.8","0.5","0","18.8","0","0"
"1","13","23","0","0","18.6","0.8","0","18.6","0","0"
"1","14","0","0","0","18.4","1.2","0","18.4","0","0"
"1","14","1","0","0","18.2","1.5","0","18.2","0","0"
"1","14","2","0","0","18","1","0","18","0","0"
"1","14","3","0","0","17.9","0.5","0","17.9","0","0"
"1","14","4","0","0","17.7","0","0","17.7","0","0"
"1","14","5","0","4","17.5","2.6","3.132","15.837","8.428","0"
"1","14","6","2","76","17.7","3.9","56.956","17.467","152.653","133.078"
"1","14","7","24","178","17.9","5.1","135.231","19.326","354.747","330.955"
"1","14","8","23","290","18.7","4.3","226.634","22.382","588.541","559.291"
"1","14","9","34","375","19.6","3.4","301.022","25.558","771.459","737.507"
"1","14","10","46","428","20.4","2.6","355.743","28.471","900.194","862.704"
"1","14","11","45","463","19.5","1.9","386.201","29.398","973.888","934.288"
"1","14","12","45","464","18.7","1.2","387.259","30.133","973.16","933.582"
"1","14","13","45","432","17.8","0.5","359.335","30.684","899.904","862.422"
"1","14","14","33","382","17.7","0.5","307.451","28.671","776.755","742.661"
"1","14","15","23","301","17.5","0.5","236.413","25.694","604.827","575.174"
"1","14","16","9","198","17.4","0.5","149.021","21.991","388.495","363.953"
"1","14","17","0","83","17.4","0.3","62.6","18.288","166.603","146.752"
"1","14","18","0","6","17.3","0.2","4.703","14.755","12.717","0"
"1","14","19","0","0","17.3","0","0","17.3","0","0"
"1","14","20","0","0","17.1","0.3","0","17.1","0","0"
"1","14","21","0","0","17","0.7","0","17","0","0"
"1","14","22","0","0","16.8","1","0","16.8","0","0"
"1","14","23","0","0","16.7","0.8","0","16.7","0","0"
"1","15","0","0","0","16.7","0.7","0","16.7","0","0"
"1","15","1","0","0","16.6","0.5","0","16.6","0","0"
"1","15","2","0","0","16.6","0.5","0","16.6","0","0"
"1","15","3","0","0","16.6","0.5","0","16.6","0","0"
"1","15","4","0","0","16.6","0.5","0","16.6","0","0"
"1","15","5","0","4","16.8","0","3.132","13.097","8.532","0"
"1","15","6","14","79","17.7","1.3","58.854","17.34","160.817","141.081"
"1","15","7","72","194","18.6","2.6","147.418","20.787","377.541","353.244"
"1","15","8","87","309","19.4","1.9","255.465","25.081","646.289","615.596"
"1","15","9","103","399","20.1","1.2","349.376","29.843","871.603","834.915"
"1","15","10","122","453","20.9","0.5","415.698","35.349","1013.606","972.844"
"1","15","11","119","493","21.4","1.5","452.065","34.04","1111.884","1068.167"
"1","15","12","119","495","21.9","2.6","454.024","32.771","1123.808","1079.726"
"1","15","13","121","461","22.4","3.6","423.282","31.475","1052.468","1010.55"
"1","15","14","166","385","22.3","3.1","372.29","30.602","921.517","883.423"
"1","15","15","132","336","22.3","2.6","291.983","29.009","721.581","688.949"
"1","15","16","101","238","22.2","2.1","183.87","26.319","455.771","429.697"
"1","15","17","58","97","21.1","1.7","70.389","21.906","193.766","173.371"
"1","15","18","0","8","19.9","1.4","6.278","18.317","16.707","0"
"1","15","19","0","0","18.8","1","0","18.8","0","0"
"1","15","20","0","0","18","2.6","0","18","0","0"
"1","15","21","0","0","17.7","1.9","0","17.7","0","0"
"1","15","22","0","0","17.5","1.3","0","17.5","0","0"
"1","15","23","0","0","17.2","0.6","0","17.2","0","0"
"1","16","0","0","0","17","0","0","17","0","0"
"1","16","1","0","0","17","0","0","17","0","0"
"1","16","2","0","0","16.6","0","0","16.6","0","0"
"1","16","3","0","0","16.2","0","0","16.2","0","0"
"1","16","4","0","0","15.8","0","0","15.8","0","0"
"1","16","5","0","6","15.6","0","4.706","11.973","12.884","0"
"1","16","6","152","81","17","1.8","58.34","16.673","194.398","173.99"
"1","16","7","221","199","18.4","3.6","165.432","20.78","403.448","378.57"
"1","16","8","255","317","19.8","3.6","310.031","25.709","760.606","726.943"
"1","16","9","254","429","21.2","3.6","437.689","30.28","1078.548","1035.845"
"1","16","10","308","460","22.6","3.6","524.088","33.856","1278.924","1229.934"
"1","16","11","355","484","23.6","2.9","589.468","37.405","1418.013","1364.391"
"1","16","12","427","446","24.7","2.2","604.304","40.264","1430.939","1376.876"
"1","16","13","439","431","25.7","1.5","581.349","42.435","1355.432","1303.921"
"1","16","14","470","362","26.3","2.8","499.912","38.29","1172.321","1126.733"
"1","16","15","581","210","27","4.1","352.331","34.277","794.724","760.146"
"1","16","16","452","182","26.7","3.6","197.598","30.59","427.256","401.838"
"1","16","17","332","80","26","3.1","57.983","26.449","199.669","179.154"
"1","16","18","0","12","24","1","9.442","22.486","24.648","7.504"
"1","16","19","0","0","21.4","1","0","21.4","0","0"
"1","16","20","0","0","20","0.5","0","20","0","0"
"1","16","21","0","0","19.3","0.5","0","19.3","0","0"
"1","16","22","0","0","18.6","0.5","0","18.6","0","0"
"1","16","23","0","0","18.3","0.5","0","18.3","0","0"
"1","17","0","0","0","18","0.5","0","18","0","0"
"1","17","1","0","0","17.4","0.5","0","17.4","0","0"
"1","17","2","0","0","17","0.5","0","17","0","0"
"1","17","3","0","0","16.8","0.5","0","16.8","0","0"
"1","17","4","0","0","16.7","0.5","0","16.7","0","0"
"1","17","5","0","6","16.7","2.6","4.706","15.066","12.708","0"
"1","17","6","214","77","17.9","2.8","56.154","17.609","202.84","182.261"
"1","17","7","156","225","19.2","3.1","173.646","21.9","432.084","406.555"
"1","17","8","254","316","20.5","3.1","309.692","26.726","756.341","722.792"
"1","17","9","253","428","21.8","3.1","437.439","31.336","1072.675","1030.15"
"1","17","10","308","460","23.1","3.1","525.393","34.955","1275.418","1226.543"
"1","17","11","299","505","24.4","3.4","570.87","37.093","1377.363","1325.118"
"1","17","12","328","476","25.6","3.8","569.878","37.891","1368.72","1316.765"
"1","17","13","347","423","26.9","4.1","527.137","37.977","1259.915","1211.542"
"1","17","14","448","351","26.9","4.9","483.954","36.15","1148.089","1103.257"
"1","17","15","579","226","27","5.7","365.508","33.256","832.265","796.665"
