"PVWatts: Hourly PV Performance Data"
"Requested Location:","johannesburg south africa"
"Location:","HARARE, ZIMBABWE"
"Lat (deg S):","17.92"
"Long (deg E):","31.13"
"Elev (m):","1503"
"DC System Size (kW):","3"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","30"
"Array Azimuth (deg):","0"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","1.85"
"Initial Cost","40.00"
"Cost of Electricity Generated by System ($/kWh):","1.88"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","15","22","0","0","11.4","2.1","0","11.4","0","0"
"7","15","23","0","0","10.8","1.9","0","10.8","0","0"
"7","16","0","0","0","10.3","1.7","0","10.3","0","0"
"7","16","1","0","0","9.7","1.5","0","9.7","0","0"
"7","16","2","0","0","9.1","1.4","0","9.1","0","0"
"7","16","3","0","0","8.6","1.2","0","8.6","0","0"
"7","16","4","0","0","8","1","0","8","0","0"
"7","16","5","0","0","8.7","1.4","0","8.7","0","0"
"7","16","6","0","8","9.4","1.7","7.212","7.39","20.148","3.087"
"7","16","7","258","75","10.1","2.1","205.303","13.722","532.256","504.378"
"7","16","8","498","129","12.3","4.5","471.041","21.013","1220.425","1173.318"
"7","16","9","633","152","14.5","6.9","698.334","25.245","1793.866","1726.627"
"7","16","10","726","146","16.7","9.3","857.036","27.888","2180.128","2097.223"
"7","16","11","735","165","17.3","8.1","935.017","30.847","2345.985","2255.832"
"7","16","12","736","165","18","6.9","937.167","33.144","2325.281","2236.05"
"7","16","13","728","147","18.6","5.7","863.374","34.337","2128.878","2048.149"
"7","16","14","693","120","17.9","6.9","715.859","29.392","1803.061","1735.468"
"7","16","15","548","112","17.2","8.1","494.243","24.143","1262.211","1213.763"
"7","16","16","278","77","16.5","9.3","218.848","18.927","554.961","526.534"
"7","16","17","0","9","15.2","8.4","8.116","14.537","21.969","4.874"
"7","16","18","0","0","13.8","7.6","0","13.8","0","0"
"7","16","19","0","0","12.5","6.7","0","12.5","0","0"
"7","16","20","0","0","11.2","5.8","0","11.2","0","0"
"7","16","21","0","0","10","5","0","10","0","0"
"7","16","22","0","0","8.7","4.1","0","8.7","0","0"
"7","16","23","0","0","8.8","4.8","0","8.8","0","0"
"7","17","0","0","0","8.9","5.5","0","8.9","0","0"
"7","17","1","0","0","9","6.2","0","9","0","0"
"7","17","2","0","0","8.6","5.3","0","8.6","0","0"
"7","17","3","0","0","8.1","4.5","0","8.1","0","0"
"7","17","4","0","0","7.7","3.6","0","7.7","0","0"
"7","17","5","0","0","8.2","5.5","0","8.2","0","0"
"7","17","6","0","5","8.7","7.4","4.502","7.67","12.562","0"
"7","17","7","37","82","9.2","9.3","99.723","9.598","272.179","250.166"
"7","17","8","116","183","10.3","10","269.824","12.934","731.358","698.469"
"7","17","9","176","255","11.3","10.6","412.963","15.715","1110.264","1066.597"
"7","17","10","184","321","12.4","11.3","512.722","17.901","1366.697","1314.809"
"7","17","11","338","347","13.5","9.8","720.847","22.358","1882.848","1812.15"
"7","17","12","637","209","14.6","8.2","887.893","27.201","2267.017","2180.354"
"7","17","13","771","150","15.7","6.7","906.992","30.56","2277.951","2190.809"
"7","17","14","796","86","16.1","6.5","757.414","28.773","1912.907","1841.02"
"7","17","15","611","103","16.4","6.4","524.904","25.091","1333.656","1282.87"
"7","17","16","326","74","16.8","6.2","236.155","20.397","592.447","563.101"
"7","17","17","0","10","14.7","5.3","9.021","13.925","24.485","7.345"
"7","17","18","0","0","12.6","4.5","0","12.6","0","0"
"7","17","19","0","0","10.5","3.6","0","10.5","0","0"
"7","17","20","0","0","9.8","4.1","0","9.8","0","0"
"7","17","21","0","0","9.2","4.6","0","9.2","0","0"
"7","17","22","0","0","8.5","5.1","0","8.5","0","0"
"7","17","23","0","0","7.6","4.1","0","7.6","0","0"
"7","18","0","0","0","6.8","3.1","0","6.8","0","0"
"7","18","1","0","0","5.9","2.1","0","5.9","0","0"
"7","18","2","0","0","5.3","1.9","0","5.3","0","0"
"7","18","3","0","0","4.8","1.7","0","4.8","0","0"
"7","18","4","0","0","4.2","1.5","0","4.2","0","0"
"7","18","5","0","0","4.8","2.4","0","4.8","0","0"
"7","18","6","0","8","5.5","3.2","7.212","3.841","20.458","3.391"
"7","18","7","299","73","6.1","4.1","219.779","9.322","578.562","549.559"
"7","18","8","556","122","9","5","503.988","17.847","1323.976","1273.51"
"7","18","9","726","125","11.9","5.8","742.819","24.689","1912.648","1840.772"
"7","18","10","810","121","14.8","6.7","902.092","29.408","2278.072","2190.924"
"7","18","11","859","107","15.4","6.4","977.41","31.898","2439.894","2345.5"
"7","18","12","859","108","16","6.2","979.993","32.969","2433.627","2339.519"
"7","18","13","837","103","16.6","5.9","902.474","32.739","2242.706","2157.103"
"7","18","14","767","103","17.2","5.6","753.805","31.062","1883.175","1812.464"
"7","18","15","607","105","17.8","5.4","524.628","27.504","1317.986","1267.718"
"7","18","16","322","75","18.4","5.1","235.45","22.527","585.181","556.014"
"7","18","17","0","10","16.2","4.4","9.021","15.4","24.324","7.186"
"7","18","18","0","0","14","3.6","0","14","0","0"
"7","18","19","0","0","12.4","3.6","0","12.4","0","0"
"7","18","20","0","0","11","2.9","0","11","0","0"
"7","18","21","0","0","9.6","2.2","0","9.6","0","0"
"7","18","22","0","0","8.2","1.5","0","8.2","0","0"
"7","18","23","0","0","7.5","1.5","0","7.5","0","0"
"7","19","0","0","0","6.8","1.5","0","6.8","0","0"
"7","19","1","0","0","6.1","1.5","0","6.1","0","0"
"7","19","2","0","0","5.4","1.9","0","5.4","0","0"
"7","19","3","0","0","4.7","2.2","0","4.7","0","0"
"7","19","4","0","0","4","2.6","0","4","0","0"
"7","19","5","0","0","4.9","2.8","0","4.9","0","0"
"7","19","6","0","9","5.9","2.9","8.117","4.209","22.988","5.875"
"7","19","7","327","71","6.8","3.1","229.001","10.601","597.849","568.37"
"7","19","8","594","115","9.6","3.4","520.434","20.628","1349.154","1297.853"
"7","19","9","789","95","12.5","3.8","756.089","28.884","1908.049","1836.355"
"7","19","10","836","103","15.3","4.1","897.499","34.639","2209.547","2125.379"
"7","19","11","863","117","16.5","4.8","992.736","36.413","2423.802","2330.141"
"7","19","12","909","91","17.8","5.5","1010.653","36.65","2464.657","2369.127"
"7","19","13","897","86","19","6.2","939.266","35.333","2304.583","2216.269"
"7","19","14","826","88","18.6","6.5","784.609","31.789","1953.046","1879.556"
"7","19","15","665","93","18.2","6.9","548.437","26.9","1380.812","1328.451"
"7","19","16","358","72","17.8","7.2","247.51","21.251","617.023","587.066"
"7","19","17","0","11","15.9","6.3","9.926","15.218","26.787","9.604"
"7","19","18","0","0","13.9","5.5","0","13.9","0","0"
"7","19","19","0","0","12","4.6","0","12","0","0"
"7","19","20","0","0","10.9","4.1","0","10.9","0","0"
"7","19","21","0","0","9.8","3.6","0","9.8","0","0"
"7","19","22","0","0","8.7","3.1","0","8.7","0","0"
"7","19","23","0","0","8.2","2.6","0","8.2","0","0"
"7","20","0","0","0","7.8","2.1","0","7.8","0","0"
"7","20","1","0","0","7.3","1.5","0","7.3","0","0"
"7","20","2","0","0","6.9","1","0","6.9","0","0"
"7","20","3","0","0","6.4","0.5","0","6.4","0","0"
"7","20","4","0","0","6","0","0","6","0","0"
"7","20","5","0","0","6.2","0.2","0","6.2","0","0"
"7","20","6","0","9","6.5","0.3","8.117","3.328","23.075","5.96"
"7","20","7","239","91","6.7","0.5","207.642","11.71","545.17","516.98"
"7","20","8","603","113","9.6","1.9","523.761","22.808","1343.942","1292.814"
"7","20","9","779","113","12.4","3.2","768.229","30.029","1928.262","1855.765"
"7","20","10","816","143","15.3","4.6","932.035","34.264","2298.879","2210.817"
"7","20","11","912","95","16.5","6","1016.858","34.405","2507.465","2409.956"
"7","20","12","913","96","17.8","7.3","1020.677","33.793","2524.463","2426.163"
"7","20","13","898","86","19","8.7","940.559","32.158","2343.968","2253.906"
"7","20","14","827","88","18.6","7","785.659","31.193","1961.343","1887.519"
"7","20","15","666","93","18.1","5.3","549.122","28.432","1372.525","1320.442"
"7","20","16","357","73","17.7","3.6","248.08","23.067","613.428","583.561"
"7","20","17","0","11","15.8","2.9","9.926","14.995","26.813","9.63"
"7","20","18","0","0","13.9","2.2","0","13.9","0","0"
"7","20","19","0","0","12","1.5","0","12","0","0"
"7","20","20","0","0","11.2","1.5","0","11.2","0","0"
"7","20","21","0","0","10.4","1.5","0","10.4","0","0"
"7","20","22","0","0","9.6","1.5","0","9.6","0","0"
"7","20","23","0","0","9.2","2","0","9.2","0","0"
"7","21","0","0","0","8.8","2.6","0","8.8","0","0"
"7","21","1","0","0","8.4","3.1","0","8.4","0","0"
"7","21","2","0","0","8.2","3.3","0","8.2","0","0"
"7","21","3","0","0","8","3.4","0","8","0","0"
"7","21","4","0","0","7.8","3.6","0","7.8","0","0"
"7","21","5","0","0","8.4","3.4","0","8.4","0","0"
"7","21","6","0","9","9.1","3.3","8.117","7.536","22.66","5.553"
"7","21","7","237","91","9.7","3.1","206.487","12.965","539.153","511.108"
"7","21","8","598","115","11.8","2.6","522.508","23.773","1334.819","1283.994"
"7","21","9","772","114","13.8","2","763.672","33.952","1880.651","1810.039"
"7","21","10","861","107","15.9","1.5","925.401","42.665","2188.233","2104.981"
"7","21","11","913","90","17.2","2.2","1012.467","43.878","2380.335","2288.642"
"7","21","12","914","91","18.5","2.9","1016.352","43.325","2396.296","2303.883"
"7","21","13","890","88","19.8","3.6","935.758","41.22","2229.244","2144.225"
"7","21","14","820","90","19.5","3.8","782.532","37.146","1897.299","1826.031"
"7","21","15","658","96","19.3","3.9","547.415","31.481","1348.539","1297.259"
"7","21","16","352","74","19","4.1","246.889","24.068","607.93","578.201"
"7","21","17","0","11","17.2","3.8","9.926","16.438","26.639","9.459"
"7","21","18","0","0","15.4","3.4","0","15.4","0","0"
"7","21","19","0","0","13.6","3.1","0","13.6","0","0"
"7","21","20","0","0","12.6","2.1","0","12.6","0","0"
"7","21","21","0","0","11.7","1","0","11.7","0","0"
"7","21","22","0","0","10.7","0","0","10.7","0","0"
"7","21","23","0","0","10.6","1.4","0","10.6","0","0"
"7","22","0","0","0","10.4","2.7","0","10.4","0","0"
"7","22","1","0","0","10.3","4.1","0","10.3","0","0"
"7","22","2","0","0","9.9","4.3","0","9.9","0","0"
"7","22","3","0","0","9.5","4.4","0","9.5","0","0"
"7","22","4","0","0","9.1","4.6","0","9.1","0","0"
"7","22","5","0","0","10.1","4.4","0","10.1","0","0"
"7","22","6","0","9","11","4.3","8.117","9.646","22.452","5.348"
"7","22","7","238","92","12","4.1","207.79","15.014","537.626","509.618"
"7","22","8","601","115","13.4","4.3","524.191","23.476","1340.921","1289.894"
"7","22","9","775","114","14.7","4.4","766.06","30.276","1920.567","1848.376"
"7","22","10","862","107","16.1","4.6","926.496","34.948","2277.492","2190.37"
"7","22","11","914","91","17.8","3.8","1014.918","40.388","2429.052","2335.152"
"7","22","12","914","91","19.5","2.9","1016.719","44.294","2385.225","2293.312"
"7","22","13","890","89","21.2","2.1","937.234","46.45","2173.359","2090.743"
"7","22","14","820","91","20.8","1.4","783.887","44.593","1830.07","1761.434"
"7","22","15","658","96","20.4","0.7","547.4","40.253","1291.187","1241.798"
"7","22","16","352","75","20","0","247.844","32.375","586.672","557.469"
"7","22","17","0","11","18","0.9","9.926","17.32","26.532","9.354"
"7","22","18","0","0","16.1","1.7","0","16.1","0","0"
"7","22","19","0","0","14.1","2.6","0","14.1","0","0"
"7","22","20","0","0","13.3","2.2","0","13.3","0","0"
"7","22","21","0","0","12.6","1.9","0","12.6","0","0"
"7","22","22","0","0","11.8","1.5","0","11.8","0","0"
"7","22","23","0","0","11.4","1.2","0","11.4","0","0"
"7","23","0","0","0","11.1","0.8","0","11.1","0","0"
"7","23","1","0","0","10.7","0.5","0","10.7","0","0"
"7","23","2","0","0","10.4","0.3","0","10.4","0","0"
"7","23","3","0","0","10","0.2","0","10","0","0"
"7","23","4","0","0","9.7","0","0","9.7","0","0"
"7","23","5","0","0","10.7","1.2","0","10.7","0","0"
"7","23","6","0","9","11.6","2.4","8.117","9.894","22.427","5.324"
"7","23","7","236","92","12.6","3.6","206.632","15.742","532.914","505.019"
"7","23","8","599","116","14.5","3.4","523.788","25.5","1327.275","1276.7"
"7","23","9","774","115","16.4","3.3","766.341","33.709","1889.504","1818.544"
"7","23","10","863","108","18.3","3.1","928.714","40.121","2224.724","2139.901"
"7","23","11","914","91","19.2","3.1","1015.243","43.272","2394.326","2302.002"
"7","23","12","912","92","20","3.1","1016.234","44.254","2384.582","2292.698"
"7","23","13","887","90","20.9","3.1","935.896","43.349","2205.443","2121.452"
"7","23","14","818","92","21","2.8","783.589","40.511","1868.067","1797.95"
"7","23","15","657","97","21.2","2.4","547.847","35.582","1322.865","1272.436"
"7","23","16","352","75","21.3","2.1","247.636","27.897","598.92","569.414"
"7","23","17","0","11","19.1","1.9","9.925","18.361","26.406","9.231"
"7","23","18","0","0","16.8","1.7","0","16.8","0","0"
"7","23","19","0","0","14.6","1.5","0","14.6","0","0"
"7","23","20","0","0","13.9","1","0","13.9","0","0"
"7","23","21","0","0","13.2","0.5","0","13.2","0","0"
"7","23","22","0","0","12.5","0","0","12.5","0","0"
"7","23","23","0","0","12.2","1.4","0","12.2","0","0"
"7","24","0","0","0","11.9","2.7","0","11.9","0","0"
"7","24","1","0","0","11.6","4.1","0","11.6","0","0"
"7","24","2","0","0","11.3","3.6","0","11.3","0","0"
"7","24","3","0","0","11","3.1","0","11","0","0"
"7","24","4","0","0","10.7","2.6","0","10.7","0","0"
"7","24","5","0","0","11.6","2.1","0","11.6","0","0"
"7","24","6","0","9","12.6","1.5","8.116","10.628","22.355","5.253"
"7","24","7","237","93","13.5","1","207.925","17.965","530.895","503.049"
"7","24","8","601","116","15.6","1.5","524.86","29.582","1304.384","1254.563"
"7","24","9","777","115","17.6","2.1","768.756","37.475","1860.483","1790.663"
"7","24","10","865","108","19.7","2.6","930.755","42.724","2200.259","2116.49"
"7","24","11","919","91","20.2","2.8","1020.526","45.117","2383.965","2292.109"
"7","24","12","921","91","20.8","2.9","1024.391","45.72","2385.515","2293.589"
"7","24","13","909","81","21.3","3.1","946.385","43.984","2222.881","2138.138"
"7","24","14","777","121","21.5","2.1","782.851","42.795","1845.022","1775.806"
"7","24","15","621","116","21.8","1","545.511","40.103","1288.789","1239.478"
"7","24","16","355","76","22","0","249.848","34.37","585.629","556.452"
"7","24","17","0","11","20.1","0.2","9.925","20.05","26.203","9.03"
"7","24","18","0","0","18.1","0.3","0","18.1","0","0"
"7","24","19","0","0","16.2","0.5","0","16.2","0","0"
"7","24","20","0","0","15.1","0.7","0","15.1","0","0"
"7","24","21","0","0","14","0.8","0","14","0","0"
"7","24","22","0","0","12.9","1","0","12.9","0","0"
"7","24","23","0","0","12.6","1.2","0","12.6","0","0"
"7","25","0","0","0","12.3","1.3","0","12.3","0","0"
"7","25","1","0","0","12","1.5","0","12","0","0"
"7","25","2","0","0","11.9","2","0","11.9","0","0"
"7","25","3","0","0","11.7","2.6","0","11.7","0","0"
"7","25","4","0","0","11.6","3.1","0","11.6","0","0"
"7","25","5","0","0","12.2","2.9","0","12.2","0","0"
"7","25","6","0","9","12.7","2.8","8.116","11.107","22.307","5.206"
"7","25","7","235","94","13.3","2.6","207.954","16.806","533.939","506.02"
"7","25","8","594","118","15.5","4.5","522.377","25.302","1325.041","1274.54"
"7","25","9","764","118","17.6","6.3","761.586","30.144","1910.656","1838.859"
"7","25","10","875","93","19.8","8.2","923.394","33.018","2291.477","2203.74"
"7","25","11","906","95","20.4","7.2","1012.499","36.337","2473.007","2377.093"
"7","25","12","913","93","20.9","6.1","1019.063","38.791","2458.731","2363.473"
"7","25","13","895","89","21.5","5.1","942.799","39.974","2260.303","2173.934"
"7","25","14","824","92","21.3","4.3","788.718","38.303","1901.388","1829.958"
"7","25","15","659","98","21.2","3.4","550.085","34.044","1338.419","1287.475"
"7","25","16","350","77","21","2.6","248.563","27.123","603.634","574.011"
"7","25","17","0","12","20.1","2.8","10.831","19.408","28.678","11.461"
"7","25","18","0","0","19.2","3.1","0","19.2","0","0"
"7","25","19","0","0","18.2","3.3","0","18.2","0","0"
"7","25","20","0","0","17.3","3.6","0","17.3","0","0"
"7","25","21","0","0","16.4","3.9","0","16.4","0","0"
"7","25","22","0","0","15.5","4.1","0","15.5","0","0"
"7","25","23","0","0","14.9","4.1","0","14.9","0","0"
"7","26","0","0","0","14.3","4.1","0","14.3","0","0"
"7","26","1","0","0","13.7","4.1","0","13.7","0","0"
"7","26","2","0","0","13.1","4.1","0","13.1","0","0"
"7","26","3","0","0","12.5","4.1","0","12.5","0","0"
"7","26","4","0","0","11.9","4.1","0","11.9","0","0"
"7","26","5","0","0","12.7","4.8","0","12.7","0","0"
"7","26","6","0","9","13.6","5.5","8.116","12.471","22.173","5.074"
"7","26","7","208","95","14.4","6.2","197.501","16.647","508.945","481.623"
"7","26","8","564","119","16.3","6.2","504.349","24.116","1286.778","1237.533"
"7","26","9","710","135","18.1","6.2","740.761","30.392","1856.497","1786.833"
"7","26","10","796","132","20","6.2","902.422","35.377","2213.711","2129.364"
"7","26","11","695","197","20.7","5.8","932.437","37.464","2264.726","2178.163"
"7","26","12","518","289","21.3","5.5","851.374","37.174","2070.846","1992.545"
"7","26","13","380","306","22","5.1","693.117","35.474","1699.815","1636.134"
"7","26","14","504","201","21.7","3.6","646.069","36.169","1575.488","1516.356"
"7","26","15","456","156","21.5","2","477.546","34.512","1162.859","1117.567"
"7","26","16","324","78","21.2","0.5","238.146","30.499","570.038","541.243"
"7","26","17","0","11","19.8","1.4","9.925","19.059","26.321","9.146"
"7","26","18","0","0","18.5","2.2","0","18.5","0","0"
"7","26","19","0","0","17.1","3.1","0","17.1","0","0"
"7","26","20","0","0","16.6","3.3","0","16.6","0","0"
"7","26","21","0","0","16.2","3.4","0","16.2","0","0"
"7","26","22","0","0","15.7","3.6","0","15.7","0","0"
"7","26","23","0","0","15.1","3.3","0","15.1","0","0"
"7","27","0","0","0","14.5","2.9","0","14.5","0","0"
"7","27","1","0","0","13.9","2.6","0","13.9","0","0"
"7","27","2","0","0","14","2.8","0","14","0","0"
"7","27","3","0","0","14.2","2.9","0","14.2","0","0"
"7","27","4","0","0","14.3","3.1","0","14.3","0","0"
"7","27","5","0","0","14.8","3.8","0","14.8","0","0"
"7","27","6","0","9","15.4","4.4","8.116","14.129","22.009","4.913"
"7","27","7","205","96","15.9","5.1","197.109","18.42","504.092","476.886"
"7","27","8","530","128","17.1","5.2","487.552","25.462","1236.623","1188.999"
"7","27","9","677","136","18.2","5.3","715.325","31.203","1785.826","1718.895"
"7","27","10","697","167","19.4","5.4","854.504","35.18","2098.283","2018.839"
"7","27","11","664","208","20.6","5.5","913.643","37.495","2218.734","2134.17"
"7","27","12","583","257","21.7","5.6","881.515","37.923","2136.147","2055.111"
"7","27","13","536","246","22.9","5.7","788.115","37.244","1915.77","1843.77"
"7","27","14","601","170","22.9","5.9","697.02","35.218","1707.319","1643.358"
"7","27","15","502","146","23","6","496.1","31.559","1224.696","1177.453"
"7","27","16","271","93","23","6.2","224.417","26.446","550.729","522.404"
"7","27","17","0","12","21.1","4.5","10.831","20.41","28.545","11.33"
"7","27","18","0","0","19.2","2.7","0","19.2","0","0"
"7","27","19","0","0","17.3","1","0","17.3","0","0"
"7","27","20","0","0","16.9","1.2","0","16.9","0","0"
"7","27","21","0","0","16.4","1.3","0","16.4","0","0"
"7","27","22","0","0","16","1.5","0","16","0","0"
"7","27","23","0","0","15.4","1.9","0","15.4","0","0"
"7","28","0","0","0","14.7","2.2","0","14.7","0","0"
"7","28","1","0","0","14.1","2.6","0","14.1","0","0"
"7","28","2","0","0","13.2","2.8","0","13.2","0","0"
"7","28","3","0","0","12.3","2.9","0","12.3","0","0"
"7","28","4","0","0","11.4","3.1","0","11.4","0","0"
"7","28","5","0","0","11","3.6","0","11","0","0"
"7","28","6","0","9","10","2.6","8.116","8.314","22.581","5.475"
"7","28","7","247","86","12.2","6.2","202.604","14.512","523.718","496.044"
"7","28","8","451","143","14.2","7.2","454.03","20.517","1179.944","1134.117"
"7","28","9","399","234","16.1","8.3","579.188","23.92","1498.295","1441.899"
"7","28","10","206","375","18.1","9.3","590.62","25.624","1519.068","1461.943"
"7","28","11","291","373","18.8","8.4","701.285","28.464","1779.847","1713.144"
"7","28","12","331","364","19.6","7.6","731.834","30.496","1839.348","1770.352"
"7","28","13","415","284","20.3","6.7","715.558","31.885","1785.959","1719.023"
"7","28","14","503","204","18.9","7","648.262","29.054","1636.667","1575.319"
"7","28","15","451","159","17.6","7.4","477.102","24.652","1218.278","1171.24"
"7","28","16","318","80","16.2","7.7","237.205","19.245","598.977","569.469"
"7","28","17","0","12","14.5","7.7","10.83","13.86","29.405","12.174"
"7","28","18","0","0","12.9","7.7","0","12.9","0","0"
"7","28","19","0","0","11.2","7.7","0","11.2","0","0"
"7","28","20","0","0","11","7.4","0","11","0","0"
"7","28","21","0","0","10.7","7","0","10.7","0","0"
"7","28","22","0","0","10.5","6.7","0","10.5","0","0"
"7","28","23","0","0","10.4","6.5","0","10.4","0","0"
"7","29","0","0","0","10.4","6.4","0","10.4","0","0"
"7","29","1","0","0","10.3","6.2","0","10.3","0","0"
"7","29","2","0","0","10.1","5.7","0","10.1","0","0"
"7","29","3","0","0","10","5.1","0","10","0","0"
"7","29","4","0","0","9.8","4.6","0","9.8","0","0"
"7","29","5","0","0","10.1","5","0","10.1","0","0"
"7","29","6","0","5","10.3","5.3","4.502","9.037","12.486","0"
"7","29","7","11","79","10.6","5.7","79.533","10.759","217.807","196.923"
"7","29","8","115","190","11.8","5.3","274.09","15.793","733.551","700.605"
"7","29","9","242","272","13","5","482.203","21.537","1262.131","1213.686"
"7","29","10","356","322","15.2","4.6","685.602","28.688","1737.754","1672.65"
"7","29","11","402","326","16.4","4.6","773.939","32.038","1930.696","1858.101"
"7","29","12","403","326","17.5","4.6","775.871","33.335","1923.315","1851.015"
"7","29","13","406","290","18.7","4.6","713.325","33.283","1768.314","1702.052"
"7","29","14","284","268","18.5","4.8","526.57","28.923","1331.259","1280.552"
"7","29","15","156","202","18.3","4.9","314.805","24.111","810.504","775.499"
"7","29","16","29","98","18.1","5.1","112.299","19.499","294.524","272.037"
"7","29","17","0","7","16.8","5.3","6.307","15.812","16.974","0"
"7","29","18","0","0","15.6","5.5","0","15.6","0","0"
"7","29","19","0","0","14.3","5.7","0","14.3","0","0"
"7","29","20","0","0","13.9","4.7","0","13.9","0","0"
"7","29","21","0","0","13.6","3.6","0","13.6","0","0"
"7","29","22","0","0","13.2","2.6","0","13.2","0","0"
"7","29","23","0","0","12.5","1.9","0","12.5","0","0"
"7","30","0","0","0","11.7","1.2","0","11.7","0","0"
"7","30","1","0","0","11","0.5","0","11","0","0"
"7","30","2","0","0","10.4","1","0","10.4","0","0"
"7","30","3","0","0","9.9","1.6","0","9.9","0","0"
"7","30","4","0","0","9.3","2.1","0","9.3","0","0"
"7","30","5","0","0","9.6","1.7","0","9.6","0","0"
"7","30","6","0","7","9.9","1.4","6.307","7.742","17.593","0.578"
"7","30","7","119","92","10.2","1","149.213","12.67","395.229","370.536"
"7","30","8","286","177","12.9","1.2","376.598","23.043","970.449","930.949"
"7","30","9","362","246","15.6","1.3","562.281","31.837","1400.949","1347.907"
"7","30","10","408","287","18.3","1.5","709.235","38.539","1712.915","1648.744"
"7","30","11","251","386","18.3","1.5","675.319","38.147","1634.658","1573.383"
"7","30","12","156","395","18.2","1.5","575.383","35.234","1413.082","1359.628"
"7","30","13","88","342","18.2","1.5","429.747","30.865","1078.095","1035.406"
"7","30","14","92","270","18.1","1.2","347.443","28.553","880.706","843.764"
"7","30","15","26","205","18.1","0.8","215.163","24.983","554.321","525.909"
"7","30","16","6","89","18","0.5","87.43","20.169","230.134","208.997"
"7","30","17","0","7","17.4","1.2","6.307","15.755","16.978","0"
"7","30","18","0","0","16.8","1.9","0","16.8","0","0"
"7","30","19","0","0","16.2","2.6","0","16.2","0","0"
"7","30","20","0","0","15.1","2.6","0","15.1","0","0"
"7","30","21","0","0","14","2.6","0","14","0","0"
"7","30","22","0","0","12.9","2.6","0","12.9","0","0"
"7","30","23","0","0","12.1","1.7","0","12.1","0","0"
"7","31","0","0","0","11.3","0.9","0","11.3","0","0"
"7","31","1","0","0","10.5","0","0","10.5","0","0"
"7","31","2","0","0","10.1","0","0","10.1","0","0"
"7","31","3","0","0","9.8","0","0","9.8","0","0"
"7","31","4","0","0","9.4","0","0","9.4","0","0"
"7","31","5","0","0","10.3","1","0","10.3","0","0"
"7","31","6","0","9","11.1","2.1","8.115","9.29","22.483","5.379"
"7","31","7","213","99","12","3.1","202.682","15.189","525.684","497.963"
"7","31","8","480","143","14.1","2.9","471.752","24.423","1203.575","1157.003"
"7","31","9","548","176","16.2","2.8","648.662","31.54","1617.389","1556.743"
"7","31","10","386","306","18.3","2.6","695.579","35.54","1705.24","1641.356"
"7","31","11","522","294","19.3","3.1","859.425","39.378","2067.463","1989.302"
"7","31","12","671","226","20.3","3.6","941.444","41.502","2240.521","2155.013"
"7","31","13","809","133","21.3","4.1","921.233","41.318","2193.702","2110.215"
"7","31","14","761","114","23","1","762.27","47.892","1749.607","1684.055"
"7","31","15","604","113","21","4.1","529.996","32.538","1299.995","1250.318"
"7","31","16","312","84","20.8","5.1","238.029","25.02","585.673","556.494"
"7","31","17","0","12","19.1","4.4","10.83","18.393","28.808","11.588"
"7","31","18","0","0","16.8","3.8","0","16.8","0","0"
"7","31","19","0","0","15.8","3.1","0","15.8","0","0"
"7","31","20","0","0","14.7","2.2","0","14.7","0","0"
"7","31","21","0","0","13.6","1.4","0","13.6","0","0"
"7","31","22","0","0","12.2","0.5","0","12.2","0","0"
"7","31","23","0","0","10.7","0.3","0","10.7","0","0"
"8","1","0","0","0","9.3","1.7","0","9.3","0","0"
"8","1","1","0","0","8.1","1","0","8.1","0","0"
"8","1","2","0","0","7.3","1.7","0","7.3","0","0"
"8","1","3","0","0","6.9","2.4","0","6.9","0","0"
"8","1","4","0","0","6.7","3.1","0","6.7","0","0"
"8","1","5","0","0","6.6","3.1","0","6.6","0","0"
"8","1","6","0","7","8.4","3.1","6.312","6.747","17.682","0.665"
"8","1","7","28","83","9.3","3.1","94.451","9.819","258.194","236.475"
"8","1","8","75","192","11.3","4.1","241.194","15.222","648.135","617.396"
"8","1","9","105","271","13.2","5.2","358.064","19.116","948.398","909.534"
"8","1","10","92","335","15.2","6.2","424.971","21.835","1112.623","1068.884"
"8","1","11","101","391","15.9","5.7","499.635","24.347","1293.01","1243.561"
"8","1","12","123","398","16.5","5.1","545.201","26.541","1396.423","1343.535"
"8","1","13","169","347","17.2","4.6","524.998","27.554","1338.061","1287.129"
"8","1","14","156","280","16.9","4.1","422.166","25.694","1084.389","1041.51"
"8","1","15","78","209","16.5","3.6","262.323","21.896","684.086","652.428"
"8","1","16","14","95","16.2","3.1","97.036","17.55","257.797","236.086"
"8","1","17","0","7","15.3","3.8","6.311","14.081","17.118","0.112"
"8","1","18","0","0","14.4","4.4","0","14.4","0","0"
"8","1","19","0","0","13.5","5.1","0","13.5","0","0"
"8","1","20","0","0","12.2","4.6","0","12.2","0","0"
"8","1","21","0","0","10.8","4.1","0","10.8","0","0"
"8","1","22","0","0","9.5","3.6","0","9.5","0","0"
"8","1","23","0","0","9.1","3.6","0","9.1","0","0"
