"PVWatts: Hourly PV Performance Data"
"Requested Location:","johannesburg south africa"
"Location:","HARARE, ZIMBABWE"
"Lat (deg S):","17.92"
"Long (deg E):","31.13"
"Elev (m):","1503"
"DC System Size (kW):","3"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","0"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","1.85"
"Initial Cost","40.00"
"Cost of Electricity Generated by System ($/kWh):","1.87"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","16","19","0","0","19.6","4.1","0","19.6","0","0"
"3","16","20","0","0","19","4.3","0","19","0","0"
"3","16","21","0","0","18.3","4.4","0","18.3","0","0"
"3","16","22","0","0","17.7","4.6","0","17.7","0","0"
"3","16","23","0","0","17.1","3.6","0","17.1","0","0"
"3","17","0","0","0","16.5","2.5","0","16.5","0","0"
"3","17","1","0","0","15.9","1.5","0","15.9","0","0"
"3","17","2","0","0","15.7","1.3","0","15.7","0","0"
"3","17","3","0","0","15.4","1.2","0","15.4","0","0"
"3","17","4","0","0","15.2","1","0","15.2","0","0"
"3","17","5","0","0","15.2","2.1","0","15.2","0","0"
"3","17","6","113","41","16.6","2.3","54.148","16.182","127.542","108.459"
"3","17","7","474","127","18.1","2.6","304.914","24.218","735.488","702.491"
"3","17","8","704","124","19.8","3.6","554.043","31.445","1357.33","1305.756"
"3","17","9","583","250","21.6","4.7","719.957","35.767","1757.637","1691.781"
"3","17","10","448","369","23.3","5.7","797.434","37.595","1934.997","1862.23"
"3","17","11","443","414","23.9","4.8","872.864","41.311","2079.331","2000.677"
"3","17","12","444","417","24.4","4","879.169","43.508","2070.937","1992.632"
"3","17","13","440","387","25","3.1","814.466","44.329","1910.028","1838.255"
"3","17","14","490","299","24.9","2.6","707.125","42.671","1669.065","1606.525"
"3","17","15","538","190","24.7","2","534.649","39.3","1268.693","1220.036"
"3","17","16","443","127","24.6","1.5","308.755","33.683","720.792","688.18"
"3","17","17","113","60","23.1","2.2","75.56","24.388","177.252","157.189"
"3","17","18","0","0","21.7","2.9","0","21.7","0","0"
"3","17","19","0","0","20.2","3.6","0","20.2","0","0"
"3","17","20","0","0","19.3","3.8","0","19.3","0","0"
"3","17","21","0","0","18.4","3.9","0","18.4","0","0"
"3","17","22","0","0","17.5","4.1","0","17.5","0","0"
"3","17","23","0","0","17.4","3.9","0","17.4","0","0"
"3","18","0","0","0","17.3","3.6","0","17.3","0","0"
"3","18","1","0","0","17.2","3.3","0","17.2","0","0"
"3","18","2","0","0","17.2","3.1","0","17.2","0","0"
"3","18","3","0","0","17.1","2.8","0","17.1","0","0"
"3","18","4","0","0","17","2.6","0","17","0","0"
"3","18","5","0","0","17.6","2.8","0","17.6","0","0"
"3","18","6","71","40","18.2","2.9","47.719","17.7","116.08","97.219"
"3","18","7","372","129","18.8","3.1","270.238","23.768","658.919","627.905"
"3","18","8","437","215","20.2","3.8","484.367","30.05","1202.146","1155.619"
"3","18","9","374","330","21.7","4.4","631.202","34.446","1552.461","1494.153"
"3","18","10","283","437","23.1","5.1","709.254","36.547","1730.196","1665.377"
"3","18","11","348","447","23.9","4.8","806.882","39.877","1936.191","1863.377"
"3","18","12","414","414","24.7","4.4","846.957","42.431","2006.126","1930.488"
"3","18","13","439","383","25.5","4.1","810.056","42.964","1913.09","1841.197"
"3","18","14","424","346","25","4.1","695.642","40.047","1664.487","1602.116"
"3","18","15","492","213","24.6","4.1","528.859","35.962","1277.36","1228.422"
"3","18","16","446","122","24.1","4.1","304.824","30.405","722.051","689.406"
"3","18","17","143","53","23.1","3.6","74.161","24.049","169.077","149.177"
"3","18","18","0","0","22.2","3.1","0","22.2","0","0"
"3","18","19","0","0","21.2","2.6","0","21.2","0","0"
"3","18","20","0","0","20.4","2.8","0","20.4","0","0"
"3","18","21","0","0","19.5","2.9","0","19.5","0","0"
"3","18","22","0","0","18.7","3.1","0","18.7","0","0"
"3","18","23","0","0","18.6","2.9","0","18.6","0","0"
"3","19","0","0","0","18.5","2.8","0","18.5","0","0"
"3","19","1","0","0","18.4","2.6","0","18.4","0","0"
"3","19","2","0","0","18.2","2.6","0","18.2","0","0"
"3","19","3","0","0","17.9","2.6","0","17.9","0","0"
"3","19","4","0","0","17.7","2.6","0","17.7","0","0"
"3","19","5","0","0","17.9","3.6","0","17.9","0","0"
"3","19","6","120","40","19.4","3.1","54.771","19.112","126.215","107.158"
"3","19","7","498","127","21","2.6","315.748","27.411","749.961","716.581"
"3","19","8","822","83","22.6","2.9","584.346","35.79","1398.734","1345.767"
"3","19","9","742","177","24.1","3.3","776.159","41.591","1839.261","1770.268"
"3","19","10","563","332","25.7","3.6","868.435","45.032","2028.917","1952.347"
"3","19","11","529","378","26.7","3.8","924.121","47.008","2137.603","2056.505"
"3","19","12","455","428","27.7","3.9","902.311","47.469","2082.117","2003.348"
"3","19","13","413","407","28.7","4.1","804.606","46.1","1869.65","1799.471"
"3","19","14","552","285","28.4","2.9","743.537","46.295","1722.092","1657.577"
"3","19","15","702","139","28.2","1.7","588","44.942","1351.857","1300.465"
"3","19","16","642","84","27.9","0.5","346.65","41.309","765.046","731.265"
"3","19","17","201","50","26.4","0.8","80.984","28.957","173.345","153.36"
"3","19","18","0","0","24.8","1.2","0","24.8","0","0"
"3","19","19","0","0","23.3","1.5","0","23.3","0","0"
"3","19","20","0","0","22.5","1.5","0","22.5","0","0"
"3","19","21","0","0","21.6","1.5","0","21.6","0","0"
"3","19","22","0","0","20.8","1.5","0","20.8","0","0"
"3","19","23","0","0","20.4","2","0","20.4","0","0"
"3","20","0","0","0","20","2.6","0","20","0","0"
"3","20","1","0","0","19.6","3.1","0","19.6","0","0"
"3","20","2","0","0","19.1","3.4","0","19.1","0","0"
"3","20","3","0","0","18.6","3.8","0","18.6","0","0"
"3","20","4","0","0","18.1","4.1","0","18.1","0","0"
"3","20","5","0","0","17.5","4.1","0","17.5","0","0"
"3","20","6","86","40","19","5.9","50.913","18.745","121.509","102.543"
"3","20","7","466","127","20.5","7.7","304.856","24.222","736.992","703.955"
"3","20","8","627","152","22.2","7.4","539.89","29.946","1335.279","1284.439"
"3","20","9","457","301","23.8","7","674.712","34.254","1660.576","1598.35"
"3","20","10","274","439","25.5","6.7","704.557","36.907","1715.684","1651.41"
"3","20","11","343","446","26","5.3","802.336","41.017","1914.192","1842.254"
"3","20","12","408","415","26.6","4","836.87","44.658","1959.63","1885.876"
"3","20","13","437","381","27.1","2.6","807.062","47.182","1864.748","1794.761"
"3","20","14","423","343","27.1","2.9","692.237","43.87","1624.269","1563.373"
"3","20","15","491","211","27.2","3.3","526.152","39.377","1249.128","1201.103"
"3","20","16","444","120","27.2","3.6","301.669","33.772","702.446","670.313"
"3","20","17","133","50","26","3.1","69.743","26.984","157.105","137.443"
"3","20","18","0","0","24.8","2.6","0","24.8","0","0"
"3","20","19","0","0","23.6","2.1","0","23.6","0","0"
"3","20","20","0","0","22.8","2.3","0","22.8","0","0"
"3","20","21","0","0","21.9","2.4","0","21.9","0","0"
"3","20","22","0","0","21.1","2.6","0","21.1","0","0"
"3","20","23","0","0","20.8","2.9","0","20.8","0","0"
"3","21","0","0","0","20.4","3.3","0","20.4","0","0"
"3","21","1","0","0","20.1","3.6","0","20.1","0","0"
"3","21","2","0","0","19.8","4.1","0","19.8","0","0"
"3","21","3","0","0","19.4","4.6","0","19.4","0","0"
"3","21","4","0","0","19.1","5.1","0","19.1","0","0"
"3","21","5","0","0","19.5","6.1","0","19.5","0","0"
"3","21","6","19","36","20","7.2","37.083","19.578","95.081","76.622"
"3","21","7","16","157","20.4","8.2","157.048","21.807","409.454","384.44"
"3","21","8","98","267","22","7.2","321.832","26.278","821.35","786.049"
"3","21","9","128","380","23.5","6.1","484.034","31.291","1210.627","1163.831"
"3","21","10","235","394","25.1","5.1","623.491","36.705","1519.827","1462.675"
"3","21","11","253","474","26.4","5.5","742.17","39.888","1780.807","1714.068"
"3","21","12","323","466","27.6","5.8","804.82","41.954","1910.979","1839.169"
"3","21","13","440","374","28.9","6.2","803.313","42.76","1899.144","1827.803"
"3","21","14","534","272","28.8","5","716.238","42.865","1688.52","1625.26"
"3","21","15","606","165","28.7","3.8","553.986","40.93","1301.824","1252.087"
"3","21","16","524","107","28.6","2.6","320.109","36.518","730.045","697.191"
"3","21","17","137","49","27.4","2.6","69.347","28.559","154.318","134.711"
"3","21","18","0","0","26.1","2.6","0","26.1","0","0"
"3","21","19","0","0","24.9","2.6","0","24.9","0","0"
"3","21","20","0","0","24.1","3.1","0","24.1","0","0"
"3","21","21","0","0","23.4","3.6","0","23.4","0","0"
"3","21","22","0","0","22.6","4.1","0","22.6","0","0"
"3","21","23","0","0","22","4.1","0","22","0","0"
"3","22","0","0","0","21.3","4.1","0","21.3","0","0"
"3","22","1","0","0","20.7","4.1","0","20.7","0","0"
"3","22","2","0","0","20.2","2.7","0","20.2","0","0"
"3","22","3","0","0","19.6","1.4","0","19.6","0","0"
"3","22","4","0","0","19.1","0","0","19.1","0","0"
"3","22","5","0","0","18","0.5","0","18","0","0"
"3","22","6","0","28","19.9","3.3","26.542","18.967","70.42","52.428"
"3","22","7","41","147","21.8","6.2","158.993","23.506","408.499","383.507"
"3","22","8","130","265","23.2","6","343.951","28.393","868.043","831.455"
"3","22","9","170","392","24.7","5.9","529.981","33.509","1311.034","1260.995"
"3","22","10","284","429","26.1","5.7","705.125","38.513","1703.345","1639.533"
"3","22","11","296","460","27","5.3","771.288","41.451","1836.059","1767.192"
"3","22","12","297","461","28","5","774.328","43.116","1827.662","1759.12"
"3","22","13","245","471","28.9","4.6","706.919","43.418","1665.74","1603.323"
"3","22","14","409","328","28.9","4.4","666.091","42.762","1571.796","1512.797"
"3","22","15","530","196","28.8","4.3","535.173","40.034","1265.133","1216.591"
"3","22","16","521","106","28.8","4.1","317.608","35.43","727.978","695.178"
"3","22","17","121","49","27.3","3.6","67.061","28.212","151.319","131.77"
"3","22","18","0","0","25.8","3.1","0","25.8","0","0"
"3","22","19","0","0","24.3","2.6","0","24.3","0","0"
"3","22","20","0","0","23.8","3.4","0","23.8","0","0"
"3","22","21","0","0","23.3","4.3","0","23.3","0","0"
"3","22","22","0","0","22.8","5.1","0","22.8","0","0"
"3","22","23","0","0","21.9","4.3","0","21.9","0","0"
"3","23","0","0","0","20.9","3.4","0","20.9","0","0"
"3","23","1","0","0","20","2.6","0","20","0","0"
"3","23","2","0","0","19.7","2.8","0","19.7","0","0"
"3","23","3","0","0","19.4","2.9","0","19.4","0","0"
"3","23","4","0","0","19.1","3.1","0","19.1","0","0"
"3","23","5","0","0","18.9","3.6","0","18.9","0","0"
"3","23","6","0","28","20.5","4.4","26.542","19.693","70.187","52.2"
"3","23","7","74","135","22.1","5.1","159.598","24.02","405.447","380.524"
"3","23","8","101","263","23.6","4.9","320.352","28.985","807.029","772.118"
"3","23","9","96","400","25","4.8","474.187","33.795","1171.921","1126.345"
"3","23","10","139","474","26.5","4.6","610.301","38.541","1474.206","1418.651"
"3","23","11","214","448","27.4","4.3","669.758","41.283","1595.729","1535.869"
"3","23","12","216","450","28.3","3.9","674.458","42.855","1594.069","1534.268"
"3","23","13","181","445","29.2","3.6","621.024","43.01","1466.45","1411.163"
"3","23","14","127","386","27.3","3.8","492.213","38.03","1191.096","1144.918"
"3","23","15","76","288","25.5","3.9","331.84","32.444","823.493","788.133"
"3","23","16","70","147","23.6","4.1","171.343","26.647","431.429","405.915"
"3","23","17","0","35","22.2","3.9","33.255","21.898","87.05","68.744"
"3","23","18","0","0","20.7","3.8","0","20.7","0","0"
"3","23","19","0","0","19.3","3.6","0","19.3","0","0"
"3","23","20","0","0","19.3","3.1","0","19.3","0","0"
"3","23","21","0","0","19.2","2.6","0","19.2","0","0"
"3","23","22","0","0","19.2","2.1","0","19.2","0","0"
"3","23","23","0","0","19.2","1.6","0","19.2","0","0"
"3","24","0","0","0","19.2","1","0","19.2","0","0"
"3","24","1","0","0","19.2","0.5","0","19.2","0","0"
"3","24","2","0","0","19","0.3","0","19","0","0"
"3","24","3","0","0","18.9","0.2","0","18.9","0","0"
"3","24","4","0","0","18.7","0","0","18.7","0","0"
"3","24","5","0","0","19.6","1.5","0","19.6","0","0"
"3","24","6","47","38","20.6","3.1","43.97","20.081","108.494","89.779"
"3","24","7","285","133","21.5","4.6","243.119","25.26","595.179","565.765"
"3","24","8","426","200","22.7","4.8","468.246","31.214","1156.218","1111.132"
"3","24","9","445","286","23.9","4.9","653.877","36.327","1593.055","1533.291"
"3","24","10","472","333","25.1","5.1","789.681","40.128","1891.971","1820.913"
"3","24","11","396","414","26.4","4.3","824.838","43.762","1940.417","1867.434"
"3","24","12","340","442","27.6","3.4","798.767","45.852","1858.847","1789.091"
"3","24","13","277","436","28.9","2.6","709.338","46.595","1644.089","1582.469"
"3","24","14","169","397","27.2","2.9","537.487","40.217","1286.155","1236.93"
"3","24","15","115","281","25.5","3.3","349.086","33.371","861.118","824.722"
"3","24","16","44","156","23.8","3.6","170.284","27.026","430.607","405.112"
"3","24","17","0","36","23.2","3.8","34.252","22.941","89.225","70.878"
"3","24","18","0","0","22.5","3.9","0","22.5","0","0"
"3","24","19","0","0","21.9","4.1","0","21.9","0","0"
"3","24","20","0","0","21.6","3.8","0","21.6","0","0"
"3","24","21","0","0","21.4","3.4","0","21.4","0","0"
"3","24","22","0","0","21.1","3.1","0","21.1","0","0"
"3","24","23","0","0","20.5","2.6","0","20.5","0","0"
"3","25","0","0","0","20","2.1","0","20","0","0"
"3","25","1","0","0","19.4","1.5","0","19.4","0","0"
"3","25","2","0","0","18.8","1","0","18.8","0","0"
"3","25","3","0","0","18.3","0.5","0","18.3","0","0"
"3","25","4","0","0","17.7","0","0","17.7","0","0"
"3","25","5","0","0","17.3","2.1","0","17.3","0","0"
"3","25","6","65","38","18.7","3.1","46.584","18.198","113.43","94.62"
"3","25","7","392","134","20.1","4.1","288.471","25.049","701.191","669.09"
"3","25","8","527","181","21.6","4.6","511.22","31.258","1259.797","1211.428"
"3","25","9","396","323","23","5.2","647.174","34.939","1588.04","1528.457"
"3","25","10","285","424","24.5","5.7","703.084","37.016","1711.184","1647.078"
"3","25","11","294","455","25.4","5.5","766.075","39.426","1842.46","1773.343"
"3","25","12","326","426","26.4","5.3","768.809","40.888","1835.403","1766.56"
"3","25","13","195","503","27.3","5.1","694.442","40.721","1659.091","1596.919"
"3","25","14","348","344","27.2","4.1","633.849","40.728","1511.587","1454.725"
"3","25","15","439","214","27","3.1","496.429","38.633","1183.429","1137.493"
"3","25","16","411","120","26.9","2.1","287.611","34.4","668.165","636.915"
"3","25","17","101","44","25.4","1.6","59.412","26.429","136.228","116.975"
"3","25","18","0","0","24","1.1","0","24","0","0"
"3","25","19","0","0","22.5","0.5","0","22.5","0","0"
"3","25","20","0","0","21.8","0.7","0","21.8","0","0"
"3","25","21","0","0","21.1","0.9","0","21.1","0","0"
"3","25","22","0","0","20.4","1","0","20.4","0","0"
"3","25","23","0","0","19.6","0.9","0","19.6","0","0"
"3","26","0","0","0","18.8","0.7","0","18.8","0","0"
"3","26","1","0","0","18","0.5","0","18","0","0"
"3","26","2","0","0","17.7","0.8","0","17.7","0","0"
"3","26","3","0","0","17.4","1.2","0","17.4","0","0"
"3","26","4","0","0","17.1","1.5","0","17.1","0","0"
"3","26","5","0","0","17.1","2.6","0","17.1","0","0"
"3","26","6","98","38","19.1","3.6","52.443","18.912","123.196","104.197"
"3","26","7","464","124","21.1","4.6","306.742","26.169","736.771","703.74"
"3","26","8","491","191","22.6","3.8","500.379","32.869","1224.542","1177.304"
"3","26","9","194","371","24.2","2.9","529.979","36.566","1291.251","1241.86"
"3","26","10","75","357","25.7","2.1","424.626","36.786","1034.761","993.372"
"3","26","11","134","431","26.3","2.1","574.034","40.825","1370.854","1318.827"
"3","26","12","246","418","26.9","2.1","681.214","44.49","1596.536","1536.646"
"3","26","13","288","426","27.5","2.1","710.1","46.082","1650.256","1588.409"
"3","26","14","408","321","27.5","3.6","658.582","42.201","1558.428","1499.907"
"3","26","15","527","190","27.5","5.2","526.511","37.443","1260.392","1212.004"
"3","26","16","510","102","27.5","6.7","307.909","32.254","715.609","683.133"
"3","26","17","124","42","25.7","5.2","60.883","26.221","136.464","117.207"
"3","26","18","0","0","23.8","3.6","0","23.8","0","0"
"3","26","19","0","0","22","2.1","0","22","0","0"
"3","26","20","0","0","21.3","2.4","0","21.3","0","0"
"3","26","21","0","0","20.7","2.8","0","20.7","0","0"
"3","26","22","0","0","20","3.1","0","20","0","0"
"3","26","23","0","0","19.5","2.9","0","19.5","0","0"
"3","27","0","0","0","18.9","2.8","0","18.9","0","0"
"3","27","1","0","0","18.4","2.6","0","18.4","0","0"
"3","27","2","0","0","17.9","1.9","0","17.9","0","0"
"3","27","3","0","0","17.4","1.2","0","17.4","0","0"
"3","27","4","0","0","16.9","0.5","0","16.9","0","0"
"3","27","5","0","0","16.7","0.5","0","16.7","0","0"
"3","27","6","96","38","18.1","2","52.504","17.856","124.23","105.211"
"3","27","7","464","123","19.5","3.6","306.649","25.078","740.563","707.432"
"3","27","8","776","104","21.3","4.8","587.99","32.276","1435.706","1381.479"
"3","27","9","848","132","23.2","6","820.312","37.288","1986.545","1911.703"
"3","27","10","903","135","25","7.2","981.474","40.398","2347.962","2257.721"
"3","27","11","948","118","25.6","7.2","1070.469","42.565","2533.797","2435.061"
"3","27","12","953","115","26.2","7.2","1073.508","43.31","2531.291","2432.672"
"3","27","13","917","131","26.8","7.2","993.624","42.669","2349.754","2259.433"
"3","27","14","918","99","26.6","7","843.081","40.266","2011.413","1935.559"
"3","27","15","856","82","26.3","6.9","618.148","36.3","1479.618","1423.874"
"3","27","16","630","84","26.1","6.7","338.336","31.434","782.141","747.902"
"3","27","17","189","36","24.4","5.7","65.877","24.979","139.731","120.41"
"3","27","18","0","0","22.8","4.6","0","22.8","0","0"
"3","27","19","0","0","21.1","3.6","0","21.1","0","0"
"3","27","20","0","0","19.9","3.3","0","19.9","0","0"
"3","27","21","0","0","18.8","2.9","0","18.8","0","0"
"3","27","22","0","0","17.6","2.6","0","17.6","0","0"
"3","27","23","0","0","17.1","2.6","0","17.1","0","0"
"3","28","0","0","0","16.5","2.6","0","16.5","0","0"
"3","28","1","0","0","16","2.6","0","16","0","0"
"3","28","2","0","0","15.8","3.1","0","15.8","0","0"
"3","28","3","0","0","15.6","3.6","0","15.6","0","0"
"3","28","4","0","0","15.4","4.1","0","15.4","0","0"
"3","28","5","0","0","14.6","3.1","0","14.6","0","0"
"3","28","6","95","37","16.1","4.6","51.664","15.876","123.21","104.211"
"3","28","7","463","123","17.7","6.2","307.162","21.942","753.167","719.702"
"3","28","8","773","105","19.6","6.4","588.266","28.859","1460.588","1405.504"
"3","28","9","843","133","21.6","6.5","818.294","34.972","2004.64","1929.062"
"3","28","10","894","138","23.5","6.7","976.793","39.501","2347.393","2257.177"
"3","28","11","936","123","24.3","6.4","1063.938","42.41","2520.342","2422.234"
"3","28","12","939","122","25.2","6","1066.702","44.192","2503.835","2406.494"
"3","28","13","901","136","26","5.7","983.521","44.11","2308.684","2220.189"
"3","28","14","879","111","25.7","5.7","823.765","40.847","1959.631","1885.876"
"3","28","15","797","97","25.4","5.7","598.84","36.297","1434.406","1380.224"
"3","28","16","570","93","25.1","5.7","323.643","30.725","753.872","720.388"
"3","28","17","156","36","23.5","4.8","61.436","24.057","134.11","114.899"
"3","28","18","0","0","21.9","4","0","21.9","0","0"
"3","28","19","0","0","20.3","3.1","0","20.3","0","0"
"3","28","20","0","0","19.3","3.4","0","19.3","0","0"
"3","28","21","0","0","18.3","3.8","0","18.3","0","0"
"3","28","22","0","0","17.3","4.1","0","17.3","0","0"
"3","28","23","0","0","17.1","4.1","0","17.1","0","0"
"3","29","0","0","0","16.9","4.1","0","16.9","0","0"
"3","29","1","0","0","16.7","4.1","0","16.7","0","0"
"3","29","2","0","0","15.9","2.9","0","15.9","0","0"
"3","29","3","0","0","15.2","1.7","0","15.2","0","0"
"3","29","4","0","0","14.4","0.5","0","14.4","0","0"
"3","29","5","0","0","14","0","0","14","0","0"
"3","29","6","84","38","15.8","1.4","51.459","15.442","124.693","105.665"
"3","29","7","472","121","17.7","2.9","309.498","23.721","752.274","718.833"
"3","29","8","749","120","19.5","4.3","590.99","31.22","1451.988","1397.201"
"3","29","9","851","129","21.4","5.8","821.395","35.781","2004.227","1928.667"
"3","29","10","904","133","23.2","7.2","981.583","38.578","2369.889","2278.666"
"3","29","11","941","119","24.1","6.2","1065.081","42.584","2520.792","2422.663"
"3","29","12","939","121","24.9","5.1","1065.616","45.768","2480.926","2384.646"
"3","29","13","896","137","25.8","4.1","979.564","47.113","2263.721","2177.202"
"3","29","14","878","111","25.6","4.3","822.388","43.269","1932.225","1859.569"
"3","29","15","797","96","25.4","4.4","597.15","38.1","1417.312","1363.714"
"3","29","16","571","91","25.2","4.6","321.555","31.612","745.1","711.849"
"3","29","17","148","35","23.3","3.8","59.535","23.936","130.526","111.384"
"3","29","18","0","0","21.5","2.9","0","21.5","0","0"
"3","29","19","0","0","19.6","2.1","0","19.6","0","0"
"3","29","20","0","0","18.9","2.3","0","18.9","0","0"
"3","29","21","0","0","18.2","2.4","0","18.2","0","0"
"3","29","22","0","0","17.5","2.6","0","17.5","0","0"
"3","29","23","0","0","17","2.4","0","17","0","0"
"3","30","0","0","0","16.5","2.3","0","16.5","0","0"
"3","30","1","0","0","16","2.1","0","16","0","0"
"3","30","2","0","0","15.5","1.9","0","15.5","0","0"
"3","30","3","0","0","14.9","1.7","0","14.9","0","0"
"3","30","4","0","0","14.4","1.5","0","14.4","0","0"
"3","30","5","0","0","15","3.6","0","15","0","0"
"3","30","6","106","37","16.3","3.9","53.909","16.097","127.204","108.127"
"3","30","7","482","123","17.7","4.1","316.247","23.25","770.633","736.702"
"3","30","8","779","91","19.5","3.1","579.34","32.334","1414.189","1360.698"
"3","30","9","597","243","21.2","2","736.183","40.571","1755.189","1689.425"
"3","30","10","419","377","23","1","788.824","47.907","1815.63","1747.553"
"3","30","11","445","392","24.1","1.9","861.596","47.394","1988.948","1914.008"
"3","30","12","446","392","25.2","2.7","862.691","46.436","2001.493","1926.044"
"3","30","13","440","362","26.3","3.6","793.612","44.208","1862.227","1792.338"
"3","30","14","526","266","26.2","3.8","703.475","41.762","1667.502","1605.02"
"3","30","15","603","154","26.1","3.9","538.255","37.874","1282.969","1233.847"
"3","30","16","505","97","26","4.1","301.596","32.271","699.553","667.495"
"3","30","17","119","35","24","3.8","53.85","24.482","120.135","101.195"
"3","30","18","0","0","22","3.4","0","22","0","0"
"3","30","19","0","0","20","3.1","0","20","0","0"
"3","30","20","0","0","19.5","2.8","0","19.5","0","0"
"3","30","21","0","0","19","2.4","0","19","0","0"
"3","30","22","0","0","18.5","2.1","0","18.5","0","0"
"3","30","23","0","0","17.9","1.8","0","17.9","0","0"
"3","31","0","0","0","17.4","1.6","0","17.4","0","0"
"3","31","1","0","0","16.8","1.3","0","16.8","0","0"
"3","31","2","0","0","16.2","1","0","16.2","0","0"
"3","31","3","0","0","15.7","0.8","0","15.7","0","0"
"3","31","4","0","0","15.1","0.5","0","15.1","0","0"
"3","31","5","0","0","14.9","1","0","14.9","0","0"
"3","31","6","80","36","16.7","1.1","49.399","16.238","119.315","100.391"
"3","31","7","436","113","18.4","1.2","289.234","25.432","698.355","666.328"
"3","31","8","585","154","20.2","1.3","527.415","34.991","1275.476","1226.599"
"3","31","9","509","269","21.9","1.4","693.208","41.795","1642.963","1581.384"
"3","31","10","435","360","23.7","1.5","787.3","46.226","1828.156","1759.594"
"3","31","11","465","370","24.8","2.2","859.777","47.098","1987.832","1912.938"
"3","31","12","445","390","25.8","2.9","859.982","46.494","1994.605","1919.436"
"3","31","13","441","360","26.9","3.6","792.663","44.77","1854.585","1784.996"
"3","31","14","504","271","25.8","3.2","690.862","42.005","1635.639","1574.328"
"3","31","15","478","210","24.8","2.9","515.376","37.285","1235.533","1187.943"
"3","31","16","452","104","23.7","2.6","285.764","30.654","670.615","639.303"
"3","31","17","61","38","22.6","2.2","47.369","23.061","113.444","94.634"
"3","31","18","0","0","21.4","1.8","0","21.4","0","0"
"3","31","19","0","0","20.6","1.5","0","20.6","0","0"
"3","31","20","0","0","19.9","1.9","0","19.9","0","0"
"3","31","21","0","0","19.1","2.2","0","19.1","0","0"
"3","31","22","0","0","18.3","2.6","0","18.3","0","0"
"3","31","23","0","0","17.6","2.6","0","17.6","0","0"
"4","1","0","0","0","16.9","2.7","0","16.9","0","0"
"4","1","1","0","0","16.4","2","0","16.4","0","0"
"4","1","2","0","0","15.9","1.5","0","15.9","0","0"
"4","1","3","0","0","15.5","1","0","15.5","0","0"
"4","1","4","0","0","15.1","0.5","0","15.1","0","0"
"4","1","5","0","0","14.6","0","0","14.6","0","0"
"4","1","6","223","35","16.5","1.5","71.872","16.719","155.329","135.701"
"4","1","7","579","103","18.2","3","337.562","24.883","810.005","775.013"
"4","1","8","827","78","19.8","3","595.167","33.183","1446.227","1391.639"
"4","1","9","819","129","21.3","3","798.469","39.917","1908.634","1836.917"
"4","1","10","778","189","22.9","3","929.83","44.881","2174.01","2091.366"
"4","1","11","705","259","23.8","2.7","987.522","48.082","2271.4","2184.545"
"4","1","12","639","301","24.6","2.3","963.455","49.585","2198.484","2114.792"
"4","1","13","564","317","25.5","2","863.324","48.946","1976.104","1901.685"
"4","1","14","581","243","25","3.3","723.45","41.923","1712.985","1648.812"
"4","1","15","596","153","24.6","4.7","532.02","35.343","1283.851","1234.701"
"4","1","16","443","115","24.1","6","293.121","28.899","695.649","663.692"
"4","1","17","214","34","22.8","5","69.105","23.419","144.971","125.547"
"4","1","18","0","0","21.6","4","0","21.6","0","0"
"4","1","19","0","0","20.3","3","0","20.3","0","0"
"4","1","20","0","0","19.4","2.7","0","19.4","0","0"
"4","1","21","0","0","18.5","2.3","0","18.5","0","0"
"4","1","22","0","0","17.6","2","0","17.6","0","0"
"4","1","23","0","0","17.1","2.7","0","17.1","0","0"
"4","2","0","0","0","16.6","3.3","0","16.6","0","0"
"4","2","1","0","0","16.1","4","0","16.1","0","0"
"4","2","2","0","0","15.9","3.3","0","15.9","0","0"
"4","2","3","0","0","15.6","2.7","0","15.6","0","0"
"4","2","4","0","0","15.4","2","0","15.4","0","0"
"4","2","5","0","0","14.5","2","0","14.5","0","0"
"4","2","6","79","35","16.5","2.8","48.845","16.177","117.968","99.07"
"4","2","7","340","122","18.5","3.6","262.722","23.069","647.773","617.042"
"4","2","8","493","191","20.4","4.4","507.632","30.165","1259.702","1211.336"
"4","2","9","621","229","22.4","5.2","745.761","36.189","1817.518","1749.368"
"4","2","10","729","239","24.4","6","940.696","40.797","2246.056","2160.307"
"4","2","11","666","282","24.6","5","972.173","43.734","2287.352","2199.797"
"4","2","12","503","388","24.8","4","916.241","44.848","2143.375","2062.033"
"4","2","13","437","366","25","3","795.183","44.186","1866.099","1796.059"
"4","2","14","507","266","24.8","4","687.839","39.788","1646.78","1585.061"
"4","2","15","490","202","24.6","5","514.073","34.547","1248.492","1200.487"
"4","2","16","438","118","24.4","6","293.941","29.195","697.084","665.09"
"4","2","17","193","35","23","5","67.388","23.591","143.771","124.371"
"4","2","18","0","0","21.6","4","0","21.6","0","0"
"4","2","19","0","0","20.2","3","0","20.2","0","0"
"4","2","20","0","0","19.1","2.7","0","19.1","0","0"
