5 5 
0.004925 0.008116 0.012809 0.011503 0.006798
0.008116 0.028655 0.061845 0.052952 0.018699
0.012809 0.061845 0.135597 0.114943 0.038849
0.011503 0.052952 0.114943 0.098327 0.033301
0.006798 0.018699 0.038849 0.033301 0.012864
